product_id,product_name,product_category,product_sub_category
11d916b4-ee41-4dc9-a0d5-e08e096d3a05,CineWave,Entertainment,Streaming Service
c10e8b33-29fa-47c3-841a-5002d3095bc7,QuickHeat Pro MW2023,Home Appliances,Microwave Oven
76353974-2a54-42d4-9168-70057e45afea,EcoWash 700,Home Appliances,Washing Machine
b2f152c9-d661-4246-a080-97536ada1dee,CoolTech Elite 5500,Home Appliances,Air Conditioner
93b5f503-d0ce-42df-bbae-8b41a418bc2f,PureBreath 600,Home Appliances,Air Purifier
5a4252ef-caf7-40e3-b898-273074385fe7,BrownBox Stellar X12,Mobile Phones,Smartphone
e6037cc1-1ab1-4512-829b-86a19e19b6ad,Revitalize Radiance Serum,Beauty,Skincare
fa4a67d7-a36b-4de3-9c1d-664a288fff45,Teak Elegance Patio Set,Home & Garden,Outdoor Furniture
68a1cdd5-af21-457b-8271-bc6e5a3ddcdb,SmartPro X10,Electronics,Smartphone
7f0e97d9-de43-47ba-8942-15df08b15d38,BrownBox Galaxy Tab A,Electronics,Tablet
19bf77b2-e0fb-429a-a1ec-3e75f99508d6,SmartPrint 5000,Electronics,Printer
8b480cd6-7ff4-4d7e-96b3-d1983ab5a29f,EchoPlus Fusion,Electronics,Smart Speaker
e34a186a-b270-472a-9476-0f7b84e9aee5,SyncSound Pro Wireless Headphones,Electronics,Bluetooth Headphones
1c75553f-1990-4506-a28f-c4aedfd0efac,SoundWave Elite Wireless Headphones,Electronics,Wireless Headphones
61d874c6-1641-4f00-8d3c-80d1efb38939,Urban Explorer Windbreaker,Fashion,Jackets
7ce412ff-ef78-48a2-9c8e-b72c7422eccb,StrideMax Runner Pro,Fashion,Shoes
47aa8d15-41ed-444e-8043-935fe99aa2fd,FleetFlex 2.0,Fashion,Sneakers
b4f1a576-5ce4-43b0-abb7-40b6ec758a91,UrbanFlex Convertible Jacket,Fashion,Clothing
f487812e-4644-4928-9252-2a3527f799b5,BrownBox ProWave Smartwatch,Wearable Technology,Smartwatch
75d1c3f2-9acc-47ed-975f-11ae0486c6f3,All-Weather Explorer Jacket,Men/Women/Kids,Jacket
293640ab-da18-477f-9b04-80362e936dc2,EcoFlex Rain Jacket,Men/Women/Kids,Jackets
9fcc891b-f924-4463-b5cb-7e42c9b6560c,WindGuard Pro Smart Windbreaker,Men/Women/Kids,Clothing
d652c884-223b-437d-9ca2-47fc5930fd32,Elegance Recliner Sofa,Furniture,Sofa
6da23064-4210-45ad-9c66-5445d8cbca8e,Contemporary Oak Bookshelf,Furniture,Bookshelf
7d5c9743-a5f1-4a75-9554-0a351b287859,ErgoFlex Pro 3000,Furniture,Office Chairs
87a74ad9-5384-4983-8d2c-d0bed2588e5e,TurboBlend Master 3000,Home & Kitchen,Blender
b4c619d7-09c8-482d-afe6-a5f5b21931fe,BrewMaster 4000,Home & Kitchen,Coffee Maker
0eedc550-ed92-4bec-a800-bb9224faba07,TurboBlend 3000,Home and Kitchen,Blender
7479b8db-1ecd-4724-a89f-a9af118503a5,BrewMaster X200,Home and Kitchen,Coffee Maker
8bb40b67-42e2-4b6d-806a-08c13e1387c2,HomeTech ThermoX Model 2000,Smart Home,Smart Thermostat
4261da0f-4142-4156-bf5c-10cb9f3541d5,EchoSound Pro,Smart Home,Smart Speaker
72d3cf8b-353b-448a-9b1f-d0cc7121e29e,StreamSphere,Digital Services,Streaming Subscription
10ab389d-8251-40bc-8446-1fd8cffbbf90,Luxe Veranda Patio Set,Home and Garden,Outdoor Furniture
c4c23c5c-557f-4c92-8efa-442adccd2702,EcoCut 3000,Home and Garden,Lawn Mower
06d37bc6-5d05-4f2d-9f82-b099abfca87b,SummitShield Thermal Jacket,Clothing,Winter Jacket
f10bba90-0f00-48b9-8141-2037d01c0f89,Arctic Thermal Pro Jacket,Clothing,Winter Jackets
d4c61cc2-fb44-4817-9841-1773087ce4e1,Urban Trek 2023 Jacket,Clothing,Jackets
e7a2de9a-e1fb-41dc-9287-5191cf6d9629,Nordic Shield Parka,Clothing,Men's Jackets
c0bae534-e0b8-4e92-ae9e-d1ec64ab1e32,StormGuard Pro Men’s Jacket,Clothing,Men's Jacket
a523b2cd-bd21-4799-8d37-df2e6b3f8b83,FlexiComfort Casual Tee,Clothing,T-Shirts
bc62dab2-9cb7-46cd-852e-11710e6cebf2,StrideMax Comfort Sneakers,Clothing,Shoes
67d5f2af-0f13-40b8-bf7b-d4d5da874ab9,CoolTech SmartChill Pro 500,Appliances,Smart Refrigerator
1a2303ed-ffb9-4c28-b9bf-481fdf984e58,EcoSweep Max,Appliances,Vacuum Cleaner
458ae897-43b0-4623-824d-c21e5154bb19,CoolMaster Pro 5000,Appliances,Air Conditioner
228b1821-691a-463d-a0cc-1b0b80f40a52,StreamHorizon,Online Services,Streaming Service
b0a405eb-39eb-4d2a-bf75-c01be4d365ea,Stream360,Online Services,Streaming Subscription
1d544c5d-a87d-4da3-ac62-5bfe3c85710c,CloudVault,Online Services,Cloud Storage
5db9df50-24cd-404e-8038-8ff10a1878f0,CineStream,Online Services,Streaming Platform
98dea49e-4538-4874-a911-73eadd7b4a59,StreamWave,Subscription Services,Streaming Service
eb598486-ec17-4096-98e6-785b35e0c2c7,StreamMaster,Subscription Services,Online Streaming
e602123d-1ee4-4944-8c0e-8c6863a49ae3,StreamBox Premium,Subscription Service,Streaming Service
18456e39-6d8c-4454-a38d-df4151aadb82,Elegance Extendable Dining Table,Home Goods,Furniture
24d944a6-a037-481f-9902-807d7d9f22c0,BrewMaster Elite 3000,Home Goods,Coffee Maker
831e7a3a-7dbc-43b5-9ad4-1beafe6340a3,Elegant Comfort Recliner,Home,Furniture
cdd5c3aa-498e-4722-89f3-420e5a36ad06,EchoSound X1,Home Electronics,Smart Speaker
58b7e5fd-eabe-4a02-96d7-1ff467056bf3,StrideMax Running Shoes,Apparel,Shoes
769e6d85-69a6-4687-99f9-26767a941d46,Lumino Arc Floor Lamp,Home Decor,Lamp
a836a9aa-a17e-4709-b37f-281ef0fb74ca,LumiCraft Artisan Table Lamp,Home Decor,Lamps
3390c0ee-d38b-4b8f-b7d2-51d9390c3d07,Majestic Drape Velvet Curtains,Home Decor,Curtains
bb40b16b-e9e9-4918-a57b-56dc5a568281,Serenity Woven Wool Rug,Home Decor,Rugs
2ec4b8d1-c01c-4e7b-9095-4a9f1922eae7,FictionFlow Reader,Books,Fiction
0497bef6-6492-418a-a3c1-6badfee19a11,StreamLine,Services,Online Subscription
f1e25df9-ca08-4272-8767-df0f9bdcbaba,StreamSecure Subscription Service,Services,Subscription
05f22255-1314-4c88-b479-9ce1a173312d,StreamGenius Ultimate,Services,Streaming
ce332593-f894-43a0-89d6-64d3e308e386,StarNet Ultra Plan,Services,Internet Subscription
3ccf8cc6-5b4b-4eb6-b12d-111d257bc27c,ClimateMaster Pro 3000,Home Automation,Smart Thermostat
00ef3061-6751-4230-b6a7-c6b8b2ab12a5,SubscriptEase,Software,Subscription Service
b0546c29-4ecc-4770-b4c6-695332e87d1a,FitTrack Pro,Software,Mobile Application
af65473e-460e-40d0-8487-a9cc13072fd0,TaskFlow Pro,Software,Productivity App
6952b17d-70e7-465e-bc7d-cec6c078e285,StreamMaster,Entertainment,Streaming Service
bbd55d08-2b5d-47c8-89f7-fd51c1bedad0,QuickHeat Pro 30L,Home Appliances,Microwave Oven
0beacb97-db62-48e1-b736-6e9a795ff156,TurboVac 3000,Home Appliances,Vacuum Cleaner
1e8e33ed-befd-46af-b451-a0c8b1cac833,EcoSmart ThermoControl 3000,Home Appliances,Smart Thermostat
50238167-d6ce-452a-8267-ee41d13bd4f3,AirPure Elite 7000,Home Appliances,Air Purifier
0162e248-d52f-45bd-9946-25042ee3d2ca,CoolMax SmartChill 5000,Home Appliances,Smart Refrigerator
69e9bcce-2ad9-4b44-a24b-cda38003b5ff,BrownBox Nexus Z1,Mobile Phones,Smartphone
299b0e6b-ed80-4f76-a28a-c276c023c130,Serenity Teak Patio Set,Home & Garden,Outdoor Furniture
e3b8febe-d74f-4a07-8ea5-215d93a87e69,Elegant Dining Suite,Home & Garden,Furniture
b4f9a6de-448c-46cc-9377-f2fa8b27bf17,TechPhantom Y10,Electronics,Smartphones
297000ec-9848-4411-8f7a-399174c77e87,EchoWave Smart Speaker,Electronics,Smart Speaker
f4134916-be77-4661-84c9-d86cae3a13ac,SoundWave Pro 500,Electronics,Wireless Headphones
34c6461f-98c1-4c6d-b487-e99a930fa680,SoundPro Elite,Electronics,Wireless Earbuds
3e7eb3a7-0614-4356-ba4f-f93f5ec5be9c,ArcticTech Insulated Jacket,Fashion,Jackets
ec9096a0-aeb2-47d4-93a6-4314f32a16fe,FlexStride Sneakers,Fashion,Shoes
26575552-9780-4984-8791-4bc6e180d084,UrbanFlex Sneakers,Fashion,Sneakers
1e08c3b6-d571-4543-8f75-a1ef775b970b,ThermoTech Smart Heated Jacket,Fashion,Jacket
ec2872db-e125-4e3d-9d1a-619e78d06dca,StridePro Men's Sneakers,Fashion,Men's Shoes
f3bc78fa-9a32-40c3-a4af-d3358c3b955f,Weatherproof Adventure Jacket,Men/Women/Kids,Jacket
72cd179d-7323-4e4b-90ab-8fe796fe06eb,Urban Explorer Jacket,Men/Women/Kids,Clothing
e8c6ba94-7479-4538-bbba-4ab10db64b6e,Modular Sectional Sofa,Home and Living,Furniture
c722b3db-1714-48b4-ba38-e00d94631d9f,ErgoMaster Elite,Furniture,Office Chair
3dca837b-754d-4f17-a37f-72a3b88f548f,Urban Comfort Sofa,Furniture,Sofa
a0d97c61-a248-44ae-a495-ca5782e7ea77,Elegant Edge Coffee Table,Furniture,Coffee Table
ecc8284b-b3aa-4c3b-a4bc-f70bf7adac47,Rustic Oak Extendable Dining Table,Furniture,Dining Table
d7413579-25b4-4c12-a2bf-a69f8adf3976,Everwood Classic Bookshelf,Furniture,Bookshelf
82103746-d694-46fb-9497-69c341142c00,StreamHub,Subscription,Streaming Service
84a9f463-3938-4d7e-996d-bcd693f528e2,BrewMaster Pro 12-Cup Drip Coffee Maker,Home and Kitchen,Coffee Maker
dcf81e30-bfc2-48b9-9f34-2bf54e4faa4d,EcoChef 10-Piece Cookware Set,Home and Kitchen,Cookware
11d3e40e-b5b6-4238-90c6-3ddd7deb7579,TechZone Apex Z9,Mobile Devices,Smartphone
780a624e-32ed-46a7-b4b1-592ce5411dad,StreamWave Plus,Digital Services,Streaming Subscription
f751c4c9-3942-43b5-800f-a1b62480b5a8,CineStream Elite,Streaming Services,Video Streaming
5acc38ca-df62-4a2e-b9ab-0edd0ee375bb,FitTech FlexRun 3000,Fitness Equipment,Treadmill
1be746e9-859c-42a1-a79b-9b71b81fd128,ActiveFit Elite Pro,Wearables,Smartwatch
31884464-64fe-4c3c-9338-ed54cff1a295,EcoBlade Pro 4500,Home and Garden,Lawn Mower
cc045959-58e6-4c36-9453-b62ca7079a81,Oak Elegance Dining Table,Home and Garden,Furniture
2a59fa26-a053-48cd-a7f6-0f92509ca36a,ThermoGuard Intrepid Men's Jacket,Clothing,Men's Jackets
7b4e1305-4521-4d40-99dd-a23c18482566,RainGuard Pro Jacket,Clothing,Men's Jacket
9e48c46a-2aec-4b01-84d4-1f6a6a76fd55,CoolSmart 3000,Appliances,Smart Refrigerator
baa37594-99f3-4e55-ba1d-d50ec71ab5d8,EcoWash 3000,Appliances,Dishwasher
6425d82c-b2a5-4a5c-94cc-5349ff7d07fc,BrownBox HeatWave 3000,Appliances,Microwave
42f23900-e7f6-4eb5-83a7-23d78ee12521,Streamly,Subscriptions,Streaming Service
95b8cf28-a878-4817-8ba1-80757da52337,HarmonyStream,Subscription Services,Music Streaming
48621be0-9498-4df4-9eec-17845adf288a,StreamWorld Prime,Subscription Services,Streaming
2554d3ad-80aa-43eb-a175-04e19b877147,Luxe Comfort 3-Seater Sofa,Home Goods,Furniture
64637d3e-aaa2-44e8-aab4-88436a657bbc,UltraClean Pro 5000,Home Goods,Vacuum Cleaner
939a5c95-7add-4df1-be63-4f1f70dd11ce,Smart Adjustable Dining Table,Home,Furniture
7a2fbf07-411c-46f0-b91b-8c4e6e38be20,VisionMax Ultra 4K Smart TV,Home Electronics,Smart TV
b5d508b1-91d0-4016-9b43-862df45e0dd6,Luminous Touch Table Lamp,Home Decor,Table Lamp
225de600-b0c5-4e99-b4fc-f10956fbbc13,Regal Velvet Blackout Curtains,Home Decor,Curtains
1ec7a1b0-9291-41d3-b385-b84762cc9ed5,Luxe Persian Collection,Home Decor,Rugs
c6f6eae4-dcd4-4277-816a-95f2b774af81,Whispering Shadows: A Novel by James Harper,Books,Fiction
0886669f-b019-4112-951f-8662bfe8fee4,Ingenious Biology Series,Books,Textbooks
c3a6ab48-4663-4749-b587-fec482641d8c,StreamWave,Services,Subscription
3af7f2ac-806c-483a-8735-a814510f899d,StreamWave,Services,Streaming
e380c9e1-23ea-4039-bc98-6dc2eeef33f4,WaveStream Internet Service,Services,Internet Subscription
c79fb03b-5ef2-4d9b-9ebb-c0d744fd46e7,StreamFlex Ultimate,Software,Subscription Service
52171984-4a89-489c-8c45-01c19540f45b,PixelMaster Pro,Software,Photo Editing Software
0771d318-c48e-4ee8-9e94-2a9951fe6c1c,CleanSweep EcoVac Ultra X,Home Appliances,Vacuum Cleaner
cea059db-5a3b-4b08-bb35-cd9f5e5849d3,AquaClean Pro 500,Home Appliances,Washing Machine
cf5c4500-30ff-42cc-ad41-4625d8b81818,CleanBreeze 5000,Home Appliances,Air Purifier
d021a2c4-69e8-4e98-a06d-7ecb2a7b736f,BrownBox Quantum S20,Mobile Phones,Smartphone
bc2efa8d-611b-42ee-aadf-2433fd465b69,Sunset Patio Set,Home & Garden,Outdoor Furniture
0459585a-b812-47ca-a674-9bbd0b6fbb37,ProRun 3000,Sports Equipment,Treadmill
139c37c1-4ad6-4430-a1b3-8b3d5a20e525,BrownBox ZX-2021,Electronics,Smartphone
449d0880-35ff-4595-af10-2fc2988bbbd4,TechEase FlexBook,Electronics,Laptop
bdb2c893-b70f-4bd7-a434-33320c95e153,SoundWave S20 Wireless Headphones,Electronics,Headphones
6eff3337-7742-4e66-be08-f27b49bd7c47,TechVision Tab Pro 12,Electronics,Tablet
5116c1e3-7197-4bfd-aa83-6187337f3ecb,TechMaster Vision Pro,Electronics,Smartwatch
12df3e17-b4c2-4db7-acff-f11fcab35ab6,PrintPro Wireless 550,Electronics,Printer
1f698e9b-dafc-4028-8791-fad0c454d86f,SoundStream Pro X5,Electronics,Bluetooth Headphones
4dfecf64-c880-4691-8a99-19537fbb59ea,SoundWave Ultra,Electronics,Bluetooth Speaker
c647fea3-91b3-4923-876a-b9bf5aaa47a2,Urban Explorer Jacket,Fashion,Jackets
9bc4499e-ff70-424b-ae16-ac4efcd5a7ef,Urban Cozy Jacket,Fashion,Jacket
fe11b1d5-680c-4fbd-9a23-12b5f892c0e2,StrideMax Performance Sneakers,Fashion,Footwear
c2d4faa5-18e5-4852-bc23-b0716056612b,StrideMax Comfort Sneaker,Fashion,Men's Shoes
d4ef8bb1-a51e-4740-8456-2964cb6f3a8b,TechWeave Smart Jacket,Fashion,Clothing
a3a039e1-7b93-4454-9197-a34150b985b0,Summit Shield 360 Tent,Outdoor,Tent
7f3e1d19-39fb-40c7-a19a-7c02ef44148b,PulseWear X1,Gadgets,Smart Watch
ae4917cc-3d5b-48e6-9768-e78ee394a2dd,SmartPro Z7,Gadgets,Smartphone
a6f49474-f09d-4172-8813-68588f030fa4,BrownBox EliteErgo Pro,Home and Furniture,Office Chair
e49adaa8-0991-4cab-a413-64cd8176f509,LuxeComfort Modular Sofa,Home and Furniture,Sofa
75c63454-601a-42ab-aa5b-cb84e1581ff7,FitTrack Pro X2,Wearable Technology,Fitness Tracker
d6fd413a-fa70-414a-9faf-334aabcbeed4,StrideTech Running Pro,Men/Women/Kids,Footwear
257b3307-8653-4335-8876-9ae1a1cbcf4e,StridePro Max,Men/Women/Kids,Running Shoes
3e26a64c-4229-40cd-88d9-001d114f5dc8,NitroX500,Laptops,Gaming Laptop
99a2fe51-3ff2-468d-aa12-d92846bcb912,SecureGuard Antivirus Plus,Computer Software,Antivirus Software
94afa4a9-0e25-4e0b-b7ce-efccd8674138,UrbanElegance 4-Seater Sofa,Home and Living,Sofa
06ed0d77-cbf6-4ca7-89d6-6a003e2476c3,Comfy Corner Sofa Set,Home and Living,Sofa Set
1d27f4d0-c295-436b-b895-fac380eb2414,VoltGuard HG2500,Automotive,Car Battery
3972c7ec-3c0b-4289-b3b4-245f556442a0,Streamline Ultra,Home Services,Internet Service
63ff741a-3aac-4b73-b8dd-866ab91243b5,SparkleHome Cleaning Services,Home Services,Cleaning Service
8e6ca082-0370-4c6e-b5e4-fb2544606903,Biology Today: Digital Edition,Books and Stationery,Textbooks
027a8e9b-8b66-4819-b322-28b6600ba36a,Riviera Oak Dining Table,Furniture,Table
a7708304-c724-4a32-93f6-32ea1ab67091,WorkPro Flexi Desk,Furniture,Desk
a8925642-7b0b-47d3-a5a6-e16290c992a0,Elegance Sectional Sofa,Furniture,Sofa Set
04928816-ae35-47ca-a0b4-0baafa8ae985,Oak Elegance Extensible Dining Table,Furniture,Dining Tables
f288ae9f-e328-41aa-94d6-22c63ceb1ada,ChefMaster Elite Non-Stick Set,Home & Kitchen,Cookware
6f266993-575f-4a5a-a0da-bc802045968f,Java Brew 2023,Home & Kitchen,Coffee Makers
9ae0cd80-a34d-4508-9a7b-72ec1d3fc1a6,EcoChef 3000 Microwave Oven,Home and Kitchen,Microwave Oven
ec194fd5-fcb8-4617-bd8b-dd75c9ca4aa0,SuperBlend 3000,Home and Kitchen,Blenders
2ab4409b-955c-4565-834e-6f54e5e6dba9,EcoChill Pro 5000,Home and Kitchen,Refrigerator
9d41264a-3b6c-4c52-b2f9-e05f958889b4,PulseTrack Pro,Smart Devices,Smartwatch
2010a40f-fc7e-4e75-acfe-8f00cf9f6dac,SmartTech Infinity Z,Smart Devices,Smartphone
e738b765-9198-417e-99f4-8ebe66e127f6,Zephyr Breeze 3000,Personal Care,Hair Dryer
524c0097-c470-479d-a34e-fa323825fc6d,ProBright Sonic Toothbrush,Personal Care,Electric Toothbrush
3efdd1ab-243b-4b83-9363-17c6eea42795,PhotoPro,Mobile Applications,Photo Editing App
17d6285e-5163-482f-af08-629d0069e1cb,LuminaTech PureGlow,Smart Home Devices,Smart Lights
58a0af1a-bf01-4a4b-950c-4a69ac43ce61,LumoGlow Smart Bulb Pro,Smart Home Devices,Smart Bulb
4a96182c-4526-4b8b-b195-fb6c6d2fc1e0,BrightBeam SLB220,Smart Home Devices,Smart Light Bulbs
25ab1e7f-232f-4cde-ba19-cd53bf25ff09,GlowRevive Brightening Serum,Health and Beauty,Skincare
2b4b718b-20b6-454e-86ae-24587812ccf6,ComfyNest Modular Sofa,Household,Furniture
13dea192-76c8-4950-a572-16e6622eb7ab,LumiFi Glow 3600,Smart Home,Smart Light Bulb
13042beb-0478-4f67-af34-49c9f4b566c7,LumiSphere Smart Bulb,Smart Home,Smart Bulb
e025faf5-f60d-43de-9a24-f029bbd18875,EverFort X3 Tent,Outdoor Gear,Camping Tent
5860a179-9647-4800-b983-76e9fcc7b5c9,BrownTab X1,Mobile Devices,Tablet
f4ec84f7-799c-4fbb-8bde-ebbe11d0f6fc,ComfyRelax Sectional Sofa,Home Furnishings,Sofa
43c113e1-0eb9-4057-a167-cc84ff04efdf,UltraPhone Pro 15,Technology,Smartphone
057f98e0-a9ec-438f-956d-b31d60cc9203,EcoSmart Climate Control 5000,Home Improvement,Smart Thermostat
743fa201-3b0f-4e8d-823c-f0ef44e6e9cc,PrintMaster 3000,Home Office,Printer
ed0c12f2-bc9e-4fb2-9d80-dece895233d2,PrintMaster 3000,Home Office,Wireless Printer
ad407429-3f42-4572-8f5d-bc3d8e187218,SkyBox Cloud Storage,Digital Services,Cloud Storage
810c2a4a-3568-412d-8af8-f1b73a9fc661,SoundWave,Digital Services,Music Streaming
8ea774a5-5ae3-4a1f-8877-5e12395e08d2,SubscribEase,Digital Services,Online Subscription
a8b4ca8c-b4ad-4d37-9e64-ae3d8a9baecb,BrownBox Online Banking Portal,Digital Services,Online Banking
d6861758-f0fa-41e8-aa49-8120312624bc,StreamSphere,Digital Services,Streaming Platform
bdb60a53-c0a4-4694-b230-cdabcbf51a91,GamerBox Pro X,Gaming,Console
6ac8789b-a051-432c-8a16-b4ba90e9d69a,StreamPlus Premium,Streaming Services,Subscription Plan
29a2d3f3-cdda-47bb-b810-095f7f8a2423,StreamMax,Streaming Services,Monthly Subscription
73325b24-aaca-4798-832b-57649e69c074,CineStream Plus,Streaming Services,Movie Subscription
c70b0ea8-52eb-4ba4-9563-543c9639cfbe,CineStream Pro,Streaming Services,Movie Streaming
2eda4ee9-ad4d-4444-a883-9a40ed6c94cf,StrideMaster TRX2000,Fitness Equipment,Smart Treadmill
68cee286-d8f3-40b6-a31f-f7af92d3a6e8,FitMaster Pro 2024,Wearables,Fitness Tracker
e0e0b288-2a9a-45a1-a1a3-e5cad1d0b920,Harmony 4-Piece Patio Set,Home and Garden,Patio Furniture
d1ee339f-0774-4bae-ad50-80c05db4de93,NetConnect Pro 7500,Home Networking,Router
0b89681b-0733-4a19-81e3-253d9b789757,DreamWeave Bed Sheet Set,Home Essentials,Bedding
ad1e3ec9-d29d-4186-962e-de36e1c439ac,HealthSync Pro,Mobile Apps,Health Tracking App
b23cc381-2e02-4fc4-8f5c-1047b947da5e,FitSphere,Mobile Apps,Fitness App
8056d253-35b8-43b0-bfc5-f8ff0361cc8a,ShopEase Mobile App,Mobile Apps,Shopping App
9782eda0-ecf1-4408-8e30-1239dedd7bd4,ArcticGuard Insulated Parka,Clothing,Winter Coat
0398c899-431d-4596-838d-1c8912336674,ComfiCrew EcoTee,Clothing,T-shirts
6f859056-8518-4993-8d15-51e05ab18ff8,SprintMax Ultra Running Shoes,Clothing,Footwear
a12127f8-0bb2-4d8a-9365-3473fe70efb6,Elara Grace Maxi Dress,Clothing,Women's Apparel
9382bfba-a092-44e1-9ff1-d372678a2bac,Eclipse Slim Fit Dress Shirt,Clothing,Men's Shirts
1f6be4ae-923b-44ae-a5e8-36f97d0b1093,ComfortFlex T-Shirt,Clothing,Casual Wear
31f5ce5f-581e-447a-b835-cd0445f2361c,EleganceFlex Shirt,Clothing,Shirts
532bb873-93b1-43d7-b83e-90fff560aa88,LuxeSpring Evening Gown,Clothing,Dresses
